ID	GSE	SUBSET	GSM	GPL	SOFT_NUMSPACE	AVAIL	FILE	PATHWAY	CELLS	EFFECT	TREATMENT	TIME	COMMENT
ARR01921	GSE28645	GSE28645	GSM709773	GPL570	linear	raw	CELS/GSE28645/GSM709773.CEL	Estrogen	LY2 breast cancer cell line	control	treated with tamoxifen	2 h	4 replicates each, contain control siRNA, tamoxifen acts as antagonist in breast cell lines
ARR01922	GSE28645	GSE28645	GSM709774	GPL570	linear	raw	CELS/GSE28645/GSM709774.CEL	Estrogen	LY2 breast cancer cell line	control	treated with tamoxifen	2 h	4 replicates each, contain control siRNA, tamoxifen acts as antagonist in breast cell lines
ARR01923	GSE28645	GSE28645	GSM709776	GPL570	linear	raw	CELS/GSE28645/GSM709776.CEL	Estrogen	LY2 breast cancer cell line	control	treated with tamoxifen	2 h	4 replicates each, contain control siRNA, tamoxifen acts as antagonist in breast cell lines
ARR01924	GSE28645	GSE28645	GSM709764	GPL570	linear	raw	CELS/GSE28645/GSM709764.CEL	Estrogen	LY2 breast cancer cell line	inhibiting	treated with tamoxifen	2 h	4 replicates each, contain control siRNA, tamoxifen acts as antagonist in breast cell lines
ARR01925	GSE28645	GSE28645	GSM709766	GPL570	linear	raw	CELS/GSE28645/GSM709766.CEL	Estrogen	LY2 breast cancer cell line	inhibiting	treated with tamoxifen	2 h	4 replicates each, contain control siRNA, tamoxifen acts as antagonist in breast cell lines
ARR01926	GSE28645	GSE28645	GSM709768	GPL570	linear	raw	CELS/GSE28645/GSM709768.CEL	Estrogen	LY2 breast cancer cell line	inhibiting	treated with tamoxifen	2 h	4 replicates each, contain control siRNA, tamoxifen acts as antagonist in breast cell lines
ARR01927	GSE28645	GSE28645	GSM709777	GPL570	linear	raw	CELS/GSE28645/GSM709777.CEL	Estrogen	LY2 breast cancer cell line	inhibiting	treated with tamoxifen	2 h	4 replicates each, contain control siRNA, tamoxifen acts as antagonist in breast cell lines
ARR01928	GSE11567	GSE11567a	GSM291218	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	control	treated with 1µM estradiol	1 h	3 replicates each, control transfection
ARR01929	GSE11567	GSE11567a	GSM291219	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	control	treated with 1µM estradiol	1 h	3 replicates each, control transfection
ARR01930	GSE11567	GSE11567a	GSM291220	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	control	treated with 1µM estradiol	1 h	3 replicates each, control transfection
ARR01931	GSE11567	GSE11567a	GSM291224	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	activating	treated with 1µM estradiol	1 h	3 replicates each, control transfection
ARR01932	GSE11567	GSE11567a	GSM291225	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	activating	treated with 1µM estradiol	1 h	3 replicates each, control transfection
ARR01933	GSE11567	GSE11567a	GSM291226	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	activating	treated with 1µM estradiol	1 h	3 replicates each, control transfection
ARR01934	GSE26834	GSE26834Est	GSM659805	GPL571	linear	raw	CELS/GSE26834/GSM659805.CEL	Estrogen	MCF-7 breast cancer cells	control	treated with estradiol	3 h	2-3 replicates each
ARR01935	GSE26834	GSE26834Est	GSM659806	GPL571	linear	raw	CELS/GSE26834/GSM659806.CEL	Estrogen	MCF-7 breast cancer cells	control	treated with estradiol	3 h	2-3 replicates each
ARR01936	GSE26834	GSE26834Est	GSM659807	GPL571	linear	raw	CELS/GSE26834/GSM659807.CEL	Estrogen	MCF-7 breast cancer cells	activating	treated with estradiol	3 h	2-3 replicates each
ARR01937	GSE26834	GSE26834Est	GSM659808	GPL571	linear	raw	CELS/GSE26834/GSM659808.CEL	Estrogen	MCF-7 breast cancer cells	activating	treated with estradiol	3 h	2-3 replicates each
ARR01938	GSE26834	GSE26834Est	GSM659809	GPL571	linear	raw	CELS/GSE26834/GSM659809.CEL	Estrogen	MCF-7 breast cancer cells	activating	treated with estradiol	3 h	2-3 replicates each
ARR01939	GSE25315	GSE25315	GSM622773	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with 100nM estrogen	6 h	3 replicates each, contain control siRNA
ARR01940	GSE25315	GSE25315	GSM622777	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with 100nM estrogen	6 h	3 replicates each, contain control siRNA
ARR01941	GSE25315	GSE25315	GSM622781	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with 100nM estrogen	6 h	3 replicates each, contain control siRNA
ARR01942	GSE25315	GSE25315	GSM622775	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	activating	treated with 100nM estrogen	6 h	3 replicates each, contain control siRNA
ARR01943	GSE25315	GSE25315	GSM622779	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	activating	treated with 100nM estrogen	6 h	3 replicates each, contain control siRNA
ARR01944	GSE25315	GSE25315	GSM622783	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	activating	treated with 100nM estrogen	6 h	3 replicates each, contain control siRNA
ARR01945	GSE11467	GSE11467	GSM288961	GPL96	log	raw	CELS/GSE11467/GSM288961.CEL	Estrogen	MCF-7 cells	control	treated with 10 nM estradiol	2 h	3 replicates each
ARR01946	GSE11467	GSE11467	GSM288962	GPL96	log	raw	CELS/GSE11467/GSM288962.CEL	Estrogen	MCF-7 cells	control	treated with 10 nM estradiol	2 h	3 replicates each
ARR01947	GSE11467	GSE11467	GSM288963	GPL96	log	raw	CELS/GSE11467/GSM288963.CEL	Estrogen	MCF-7 cells	control	treated with 10 nM estradiol	2 h	3 replicates each
ARR01948	GSE11467	GSE11467	GSM288964	GPL96	log	raw	CELS/GSE11467/GSM288964.CEL	Estrogen	MCF-7 cells	activating	treated with 10 nM estradiol	2 h	3 replicates each
ARR01949	GSE11467	GSE11467	GSM288965	GPL96	log	raw	CELS/GSE11467/GSM288965.CEL	Estrogen	MCF-7 cells	activating	treated with 10 nM estradiol	2 h	3 replicates each
ARR01950	GSE11467	GSE11467	GSM288966	GPL96	log	raw	CELS/GSE11467/GSM288966.CEL	Estrogen	MCF-7 cells	activating	treated with 10 nM estradiol	2 h	3 replicates each
ARR01951	GSE11791	GSE11791	GSM298353	GPL570	log	raw	CELS/GSE11791/GSM298353.CEL	Estrogen	MCF-7 cells	control	treated with 100 nM estradiol	6 h	3 replicates each
ARR01952	GSE11791	GSE11791	GSM298354	GPL570	log	raw	CELS/GSE11791/GSM298354.CEL	Estrogen	MCF-7 cells	control	treated with 100 nM estradiol	6 h	3 replicates each
ARR01953	GSE11791	GSE11791	GSM298355	GPL570	log	raw	CELS/GSE11791/GSM298355.CEL	Estrogen	MCF-7 cells	control	treated with 100 nM estradiol	6 h	3 replicates each
ARR01954	GSE11791	GSE11791	GSM298356	GPL570	log	raw	CELS/GSE11791/GSM298356.CEL	Estrogen	MCF-7 cells	activating	treated with 100 nM estradiol	6 h	3 replicates each
ARR01955	GSE11791	GSE11791	GSM298357	GPL570	log	raw	CELS/GSE11791/GSM298357.CEL	Estrogen	MCF-7 cells	activating	treated with 100 nM estradiol	6 h	3 replicates each
ARR01956	GSE11791	GSE11791	GSM298358	GPL570	log	raw	CELS/GSE11791/GSM298358.CEL	Estrogen	MCF-7 cells	activating	treated with 100 nM estradiol	6 h	3 replicates each
ARR01957	GSE1045	GSE1045b	GSM16943	GPL96	log	raw	NA	Estrogen	MDA-MB-231 breast cancer cells	control	treated with estradiol	2 h	2 replicates each, part of time series
ARR01958	GSE1045	GSE1045b	GSM18491	GPL96	log	raw	NA	Estrogen	MDA-MB-231 breast cancer cells	control	treated with estradiol	2 h	2 replicates each, part of time series
ARR01959	GSE1045	GSE1045b	GSM18494	GPL96	log	raw	NA	Estrogen	MDA-MB-231 breast cancer cells	activating	treated with estradiol	2 h	2 replicates each, part of time series
ARR01960	GSE1045	GSE1045b	GSM18495	GPL96	log	raw	NA	Estrogen	MDA-MB-231 breast cancer cells	activating	treated with estradiol	2 h	2 replicates each, part of time series
ARR01961	GSE3013	GSE3013f	GSM65283	GPL8300	log	raw	NA	Estrogen	endometrial epithelial cells	control	treated with estradiol	3 h	2 replicates each on different platforms, different treatments, different tumor stages
ARR01962	GSE3013	GSE3013f	GSM65285	GPL8300	log	raw	NA	Estrogen	endometrial epithelial cells	activating	treated with estradiol	3 h	2 replicates each on different platforms, different treatments, different tumor stages
ARR01963	GSE21618	GSE21618b	GSM539669	GPL10371	log	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with estradiol	2 h	3 replicates each, different treatments, part of time series
ARR01964	GSE21618	GSE21618b	GSM539670	GPL10371	log	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with estradiol	2 h	3 replicates each, different treatments, part of time series
ARR01965	GSE21618	GSE21618b	GSM539729	GPL10371	log	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with estradiol	2 h	3 replicates each, different treatments, part of time series
ARR01966	GSE21618	GSE21618b	GSM539673	GPL10371	log	raw	NA	Estrogen	MCF-7 breast cancer cells	activating	treated with estradiol	2 h	3 replicates each, different treatments, part of time series
ARR01967	GSE21618	GSE21618b	GSM539674	GPL10371	log	raw	NA	Estrogen	MCF-7 breast cancer cells	activating	treated with estradiol	2 h	3 replicates each, different treatments, part of time series
ARR01968	GSE21618	GSE21618b	GSM539731	GPL10371	log	raw	NA	Estrogen	MCF-7 breast cancer cells	activating	treated with estradiol	2 h	3 replicates each, different treatments, part of time series
ARR01969	GSE23610	GSE23610	GSM578941	GPL570	log	raw	CELS/GSE23610/GSM578941.CEL	Estrogen	MCF-7 breast cancer cells	control	treated with 0.1µM estradiol	6 h	3 replicates each
ARR01970	GSE23610	GSE23610	GSM578942	GPL570	log	raw	CELS/GSE23610/GSM578942.CEL	Estrogen	MCF-7 breast cancer cells	control	treated with 0.1µM estradiol	6 h	3 replicates each
ARR01971	GSE23610	GSE23610	GSM578943	GPL570	log	raw	CELS/GSE23610/GSM578943.CEL	Estrogen	MCF-7 breast cancer cells	control	treated with 0.1µM estradiol	6 h	3 replicates each
ARR01972	GSE23610	GSE23610	GSM578944	GPL570	log	raw	CELS/GSE23610/GSM578944.CEL	Estrogen	MCF-7 breast cancer cells	activating	treated with 0.1µM estradiol	6 h	3 replicates each
ARR01973	GSE23610	GSE23610	GSM578945	GPL570	log	raw	CELS/GSE23610/GSM578945.CEL	Estrogen	MCF-7 breast cancer cells	activating	treated with 0.1µM estradiol	6 h	3 replicates each
ARR01974	GSE23610	GSE23610	GSM578946	GPL570	log	raw	CELS/GSE23610/GSM578946.CEL	Estrogen	MCF-7 breast cancer cells	activating	treated with 0.1µM estradiol	6 h	3 replicates each
ARR01975	GSE28006	GSE28006	GSM692735	GPL10558	log	normalized	NA	Estrogen	MCF-7 breast cancer cell line	control	treated with estradiol	3 h	2 replicates each, contain siControl RNA
ARR01976	GSE28006	GSE28006	GSM692739	GPL10558	log	normalized	NA	Estrogen	MCF-7 breast cancer cell line	control	treated with estradiol	3 h	2 replicates each, contain siControl RNA
ARR01977	GSE28006	GSE28006	GSM692736	GPL10558	log	normalized	NA	Estrogen	MCF-7 breast cancer cell line	activating	treated with estradiol	3 h	2 replicates each, contain siControl RNA
ARR01978	GSE28006	GSE28006	GSM692740	GPL10558	log	normalized	NA	Estrogen	MCF-7 breast cancer cell line	activating	treated with estradiol	3 h	2 replicates each, contain siControl RNA
ARR01979	GSE1045	GSE1045a	GSM16943	GPL96	log	raw	NA	Estrogen	MDA-MB-231 breast cancer cells	control	treated with estradiol	1 h	2 replicates each, part of time series
ARR01980	GSE1045	GSE1045a	GSM18491	GPL96	log	raw	NA	Estrogen	MDA-MB-231 breast cancer cells	control	treated with estradiol	1 h	2 replicates each, part of time series
ARR01981	GSE1045	GSE1045a	GSM18492	GPL96	log	raw	NA	Estrogen	MDA-MB-231 breast cancer cells	activating	treated with estradiol	1 h	2 replicates each, part of time series
ARR01982	GSE1045	GSE1045a	GSM18493	GPL96	log	raw	NA	Estrogen	MDA-MB-231 breast cancer cells	activating	treated with estradiol	1 h	2 replicates each, part of time series
ARR01983	GSE26459	GSE26459b	GSM649496	GPL570	log	raw	CELS/GSE26459/GSM649496.CEL	Estrogen	MCF-7 estrogen resistant breast cancer cells	control	treated with estrogen	4 h	3 replicates each
ARR01984	GSE26459	GSE26459b	GSM649497	GPL570	log	raw	CELS/GSE26459/GSM649497.CEL	Estrogen	MCF-7 estrogen resistant breast cancer cells	control	treated with estrogen	4 h	3 replicates each
ARR01985	GSE26459	GSE26459b	GSM649498	GPL570	log	raw	CELS/GSE26459/GSM649498.CEL	Estrogen	MCF-7 estrogen resistant breast cancer cells	control	treated with estrogen	4 h	3 replicates each
ARR01986	GSE26459	GSE26459b	GSM649499	GPL570	log	raw	CELS/GSE26459/GSM649499.CEL	Estrogen	MCF-7 estrogen resistant breast cancer cells	activating	treated with estrogen	4 h	3 replicates each
ARR01987	GSE26459	GSE26459b	GSM649500	GPL570	log	raw	CELS/GSE26459/GSM649500.CEL	Estrogen	MCF-7 estrogen resistant breast cancer cells	activating	treated with estrogen	4 h	3 replicates each
ARR01988	GSE26459	GSE26459b	GSM649501	GPL570	log	raw	CELS/GSE26459/GSM649501.CEL	Estrogen	MCF-7 estrogen resistant breast cancer cells	activating	treated with estrogen	4 h	3 replicates each
ARR01989	GSE26459	GSE26459a	GSM649484	GPL570	log	raw	CELS/GSE26459/GSM649484.CEL	Estrogen	MCF-7 estrogen sensitive breast cancer cells	control	treated with estrogen	4 h	3 replicates each
ARR01990	GSE26459	GSE26459a	GSM649485	GPL570	log	raw	CELS/GSE26459/GSM649485.CEL	Estrogen	MCF-7 estrogen sensitive breast cancer cells	control	treated with estrogen	4 h	3 replicates each
ARR01991	GSE26459	GSE26459a	GSM649486	GPL570	log	raw	CELS/GSE26459/GSM649486.CEL	Estrogen	MCF-7 estrogen sensitive breast cancer cells	control	treated with estrogen	4 h	3 replicates each
ARR01992	GSE26459	GSE26459a	GSM649487	GPL570	log	raw	CELS/GSE26459/GSM649487.CEL	Estrogen	MCF-7 estrogen sensitive breast cancer cells	activating	treated with estrogen	4 h	3 replicates each
ARR01993	GSE26459	GSE26459a	GSM649488	GPL570	log	raw	CELS/GSE26459/GSM649488.CEL	Estrogen	MCF-7 estrogen sensitive breast cancer cells	activating	treated with estrogen	4 h	3 replicates each
ARR01994	GSE26459	GSE26459a	GSM649489	GPL570	log	raw	CELS/GSE26459/GSM649489.CEL	Estrogen	MCF-7 estrogen sensitive breast cancer cells	activating	treated with estrogen	4 h	3 replicates each
ARR01995	GSE3013	GSE3013i	GSM65288	GPL8300	log	raw	NA	Estrogen	endometrial epithelial cells	control	treated with estradiol	3 h	2 replicates each on different platforms, different treatments, different tumor stages
ARR01996	GSE3013	GSE3013i	GSM65290	GPL8300	log	raw	NA	Estrogen	endometrial epithelial cells	activating	treated with estradiol	3 h	2 replicates each on different platforms, different treatments, different tumor stages
ARR01997	GSE12261	GSE12261	GSM307999	GPL570	log	raw	CELS/GSE12261/GSM307999.CEL	Estrogen	human smooth muscle cells	control	treated with 3 µM 2-methoxyestradiol	4 h	3 replicates each
ARR01998	GSE12261	GSE12261	GSM308000	GPL570	log	raw	CELS/GSE12261/GSM308000.CEL	Estrogen	human smooth muscle cells	control	treated with 3 µM 2-methoxyestradiol	4 h	3 replicates each
ARR01999	GSE12261	GSE12261	GSM308001	GPL570	log	raw	CELS/GSE12261/GSM308001.CEL	Estrogen	human smooth muscle cells	control	treated with 3 µM 2-methoxyestradiol	4 h	3 replicates each
ARR02000	GSE12261	GSE12261	GSM308002	GPL570	log	raw	CELS/GSE12261/GSM308002.CEL	Estrogen	human smooth muscle cells	activating	treated with 3 µM 2-methoxyestradiol	4 h	3 replicates each
ARR02001	GSE12261	GSE12261	GSM308003	GPL570	log	raw	CELS/GSE12261/GSM308003.CEL	Estrogen	human smooth muscle cells	activating	treated with 3 µM 2-methoxyestradiol	4 h	3 replicates each
ARR02002	GSE12261	GSE12261	GSM308004	GPL570	log	raw	CELS/GSE12261/GSM308004.CEL	Estrogen	human smooth muscle cells	activating	treated with 3 µM 2-methoxyestradiol	4 h	3 replicates each
ARR02003	GSE11567	GSE11567b	GSM291218	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	control	treated with 1o µM hydoxytamoxifen	1 h	3 replicates each, control transfection
ARR02004	GSE11567	GSE11567b	GSM291219	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	control	treated with 1o µM hydoxytamoxifen	1 h	3 replicates each, control transfection
ARR02005	GSE11567	GSE11567b	GSM291220	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	control	treated with 1o µM hydoxytamoxifen	1 h	3 replicates each, control transfection
ARR02006	GSE11567	GSE11567b	GSM291221	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	unknown	treated with 1o µM hydoxytamoxifen	1 h	3 replicates each, control transfection
ARR02007	GSE11567	GSE11567b	GSM291222	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	unknown	treated with 1o µM hydoxytamoxifen	1 h	3 replicates each, control transfection
ARR02008	GSE11567	GSE11567b	GSM291223	GPL6102	log	normalized	NA	Estrogen	SKBR3 cells	unknown	treated with 1o µM hydoxytamoxifen	1 h	3 replicates each, control transfection
ARR02009	GSE30931	GSE30931	GSM766676	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cell line	control	treated with estrogen	6 h	3 replicates each
ARR02010	GSE30931	GSE30931	GSM766677	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cell line	control	treated with estrogen	6 h	3 replicates each
ARR02011	GSE30931	GSE30931	GSM766678	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cell line	control	treated with estrogen	6 h	3 replicates each
ARR02012	GSE30931	GSE30931	GSM766679	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cell line	activating	treated with estrogen	6 h	3 replicates each
ARR02013	GSE30931	GSE30931	GSM766680	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cell line	activating	treated with estrogen	6 h	3 replicates each
ARR02014	GSE30931	GSE30931	GSM766681	GPL10558	linear	raw	NA	Estrogen	MCF-7 breast cancer cell line	activating	treated with estrogen	6 h	3 replicates each
ARR02015	GSE13458	GSE13458a	GSM339421	GPL570	linear	raw	CELS/GSE13458/GSM339421.CEL	Estrogen	MCF-7 cells	control	treated with estradiol	3 h	3 replicates each, contain luciferase knockdown
ARR02016	GSE13458	GSE13458a	GSM339422	GPL570	linear	raw	CELS/GSE13458/GSM339422.CEL	Estrogen	MCF-7 cells	activating	treated with estradiol	3 h	3 replicates each, contain luciferase knockdown
ARR02017	GSE25314	GSE25314b	GSM622757	GPL6947	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with 1 µM tamoxifen	6 h	4 replicates each, different treatments
ARR02018	GSE25314	GSE25314b	GSM622761	GPL6947	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with 1 µM tamoxifen	6 h	4 replicates each, different treatments
ARR02019	GSE25314	GSE25314b	GSM622765	GPL6947	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with 1 µM tamoxifen	6 h	4 replicates each, different treatments
ARR02020	GSE25314	GSE25314b	GSM622769	GPL6947	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with 1 µM tamoxifen	6 h	4 replicates each, different treatments
ARR02021	GSE25314	GSE25314b	GSM622760	GPL6947	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	unknown	treated with 1 µM tamoxifen	6 h	4 replicates each, different treatments
ARR02022	GSE25314	GSE25314b	GSM622764	GPL6947	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	unknown	treated with 1 µM tamoxifen	6 h	4 replicates each, different treatments
ARR02023	GSE25314	GSE25314b	GSM622768	GPL6947	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	unknown	treated with 1 µM tamoxifen	6 h	4 replicates each, different treatments
ARR02024	GSE25314	GSE25314b	GSM622772	GPL6947	linear	raw	NA	Estrogen	MCF-7 breast cancer cells	unknown	treated with 1 µM tamoxifen	6 h	4 replicates each, different treatments
ARR02025	GSE3013	GSE3013j	GSM65289	GPL8300	log	raw	NA	Estrogen	endometrial epithelial cells	control	treated with estradiol	3 h	2 replicates each on different platforms, different treatments, different tumor stages
ARR02026	GSE3013	GSE3013j	GSM65291	GPL8300	log	raw	NA	Estrogen	endometrial epithelial cells	activating	treated with estradiol	3 h	2 replicates each on different platforms, different treatments, different tumor stages
ARR02027	GSE3013	GSE3013b	GSM65277	GPL8300	log	raw	NA	Estrogen	endometrial epithelial cells	control	treated with estradiol	3 h	2 replicates each on different platforms, different treatments, different tumor stages
ARR02028	GSE3013	GSE3013b	GSM65279	GPL8300	log	raw	NA	Estrogen	endometrial epithelial cells	activating	treated with estradiol	3 h	2 replicates each on different platforms, different treatments, different tumor stages
ARR02029	GSE35287	GSE35287c	GSM865145	GPL6244	log	normalized	CELS/GSE35287/GSM865145.CEL	Estrogen	endometrial fibroblasts	control	treated with E2	6 h	1 replicate each, 4 donors
ARR02030	GSE35287	GSE35287c	GSM865146	GPL6244	log	normalized	CELS/GSE35287/GSM865146.CEL	Estrogen	endometrial fibroblasts	activating	treated with E2	6 h	1 replicate each, 4 donors
ARR02031	GSE23500	GSE23500	GSM575623	GPL6947	log	normalized	NA	Estrogen	human normal breast cells	control	treated with estradiol	6 h	3 replicates each
ARR02032	GSE23500	GSE23500	GSM575624	GPL6947	log	normalized	NA	Estrogen	human normal breast cells	control	treated with estradiol	6 h	3 replicates each
ARR02033	GSE23500	GSE23500	GSM575625	GPL6947	log	normalized	NA	Estrogen	human normal breast cells	control	treated with estradiol	6 h	3 replicates each
ARR02034	GSE23500	GSE23500	GSM575626	GPL6947	log	normalized	NA	Estrogen	human normal breast cells	activating	treated with estradiol	6 h	3 replicates each
ARR02035	GSE23500	GSE23500	GSM575627	GPL6947	log	normalized	NA	Estrogen	human normal breast cells	activating	treated with estradiol	6 h	3 replicates each
ARR02036	GSE23500	GSE23500	GSM575628	GPL6947	log	normalized	NA	Estrogen	human normal breast cells	activating	treated with estradiol	6 h	3 replicates each
ARR02037	GSE9936	GSE9936c	GSM251354	GPL96	linear	raw	CELS/GSE9936/GSM251354.CEL	Estrogen	MCF-7 cells	control	treated with 300 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02038	GSE9936	GSE9936c	GSM251355	GPL96	linear	raw	CELS/GSE9936/GSM251355.CEL	Estrogen	MCF-7 cells	control	treated with 300 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02039	GSE9936	GSE9936c	GSM251356	GPL96	linear	raw	CELS/GSE9936/GSM251356.CEL	Estrogen	MCF-7 cells	control	treated with 300 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02040	GSE9936	GSE9936c	GSM251363	GPL96	linear	raw	CELS/GSE9936/GSM251363.CEL	Estrogen	MCF-7 cells	activating	treated with 300 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02041	GSE9936	GSE9936c	GSM251364	GPL96	linear	raw	CELS/GSE9936/GSM251364.CEL	Estrogen	MCF-7 cells	activating	treated with 300 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02042	GSE21618	GSE21618e	GSM539717	GPL10371	log	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with tamoxifen	1 h	1 replicate each, different treatments, part of time series
ARR02043	GSE21618	GSE21618e	GSM539718	GPL10371	log	raw	NA	Estrogen	MCF-7 breast cancer cells	unknown	treated with tamoxifen	1 h	1 replicate each, different treatments, part of time series
ARR02044	GSE3834	GSE3834h	GSM87509	GPL570	linear	raw	NA	Estrogen	BT-474 cells	control	treated with 10 nM estradiol	4 h	2 replicates each, different cell lines, part of time series
ARR02045	GSE3834	GSE3834h	GSM87510	GPL570	linear	raw	NA	Estrogen	BT-474 cells	control	treated with 10 nM estradiol	4 h	2 replicates each, different cell lines, part of time series
ARR02046	GSE3834	GSE3834h	GSM87513	GPL570	linear	raw	NA	Estrogen	BT-474 cells	activating	treated with 10 nM estradiol	4 h	2 replicates each, different cell lines, part of time series
ARR02047	GSE3834	GSE3834h	GSM87514	GPL570	linear	raw	NA	Estrogen	BT-474 cells	activating	treated with 10 nM estradiol	4 h	2 replicates each, different cell lines, part of time series
ARR02048	GSE21618	GSE21618h	GSM539717	GPL10371	log	raw	NA	Estrogen	MCF-7 breast cancer cells	control	treated with tamoxifen	6 h	1 replicate each, different treatments, part of time series
ARR02049	GSE21618	GSE21618h	GSM539721	GPL10371	log	raw	NA	Estrogen	MCF-7 breast cancer cells	unknown	treated with tamoxifen	6 h	1 replicate each, different treatments, part of time series
ARR02050	GSE22593	GSE22593c	GSM560575	GPL96	linear	raw	CELS/GSE22593/GSM560575.CEL	Estrogen	MDA-MB-231ER+ breast cancer cells	control	treated with estradiol	4 h	2 replicates each, part of time series
ARR02051	GSE22593	GSE22593c	GSM560576	GPL96	linear	raw	CELS/GSE22593/GSM560576.CEL	Estrogen	MDA-MB-231ER+ breast cancer cells	control	treated with estradiol	4 h	2 replicates each, part of time series
ARR02052	GSE22593	GSE22593c	GSM560581	GPL96	linear	raw	CELS/GSE22593/GSM560581.CEL	Estrogen	MDA-MB-231ER+ breast cancer cells	activating	treated with estradiol	4 h	2 replicates each, part of time series
ARR02053	GSE22593	GSE22593c	GSM560582	GPL96	linear	raw	CELS/GSE22593/GSM560582.CEL	Estrogen	MDA-MB-231ER+ breast cancer cells	activating	treated with estradiol	4 h	2 replicates each, part of time series
ARR02054	GSE9936	GSE9936b	GSM251354	GPL96	linear	raw	CELS/GSE9936/GSM251354.CEL	Estrogen	MCF-7 cells	control	treated with 6 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02055	GSE9936	GSE9936b	GSM251355	GPL96	linear	raw	CELS/GSE9936/GSM251355.CEL	Estrogen	MCF-7 cells	control	treated with 6 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02056	GSE9936	GSE9936b	GSM251356	GPL96	linear	raw	CELS/GSE9936/GSM251356.CEL	Estrogen	MCF-7 cells	control	treated with 6 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02057	GSE9936	GSE9936b	GSM251360	GPL96	linear	raw	CELS/GSE9936/GSM251360.CEL	Estrogen	MCF-7 cells	activating	treated with 6 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02058	GSE9936	GSE9936b	GSM251361	GPL96	linear	raw	CELS/GSE9936/GSM251361.CEL	Estrogen	MCF-7 cells	activating	treated with 6 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02059	GSE9936	GSE9936b	GSM251362	GPL96	linear	raw	CELS/GSE9936/GSM251362.CEL	Estrogen	MCF-7 cells	activating	treated with 6 nM genistein	4 h	3 replicates each, different treatments, contain control vector
ARR02060	GSE3013	GSE3013l	GSM65288	GPL8300	log	raw	NA	Estrogen	endometrial epithelial cells	control	treated with tamoxifen	3 h	2 replicates each on different platforms, different treatments, different tumor stages
ARR02061	GSE3013	GSE3013l	GSM65292	GPL8300	log	raw	NA	Estrogen	endometrial epithelial cells	unknown	treated with tamoxifen	3 h	2 replicates each on different platforms, different treatments, different tumor stages
ARR02062	GSE35287	GSE35287d	GSM865173	GPL6244	log	normalized	CELS/GSE35287/GSM865173.CEL	Estrogen	endometrial fibroblasts	control	treated with E2	6 h	1 replicate each, 4 donors
ARR02063	GSE35287	GSE35287d	GSM865204	GPL6244	log	normalized	CELS/GSE35287/GSM865204.CEL	Estrogen	endometrial fibroblasts	activating	treated with E2	6 h	1 replicate each, 4 donors
