id	pathway	cells	BTO	treatment	effect	time	comment	GSE	norm	GPL
GSE837a	VEGF	cardiovascular system	BTO:0001949	treated with VEGF	activating	4 h	1 replicate, part of 3 different isolates	GSE837	none	GPL91
GSE837b	VEGF	cardiovascular system	BTO:0001949	treated with VEGF	activating	4 h	1 replicate, part of 3 different isolates	GSE837	none	GPL91
GSE837c	VEGF	cardiovascular system	BTO:0001949	treated with VEGF	activating	4 h	1 replicate, part of 3 different isolates	GSE837	none	GPL91
GSE11916	Wnt	liver	BTO:0001950	High TCF activity Huh7 cell line was compared to control Huh7 cell line (TCF the crucial transcription factor for Wnt)	activating	not specified	constitutive activation	GSE11916	log	GPL570
GSE14107a	Wnt	lung	BTO:0005518	Wnt3a stimulation after serum starvation (0.2 %)	activating	3 h		GSE14107	log	GPL571
GSE14107b	Wnt	lung	BTO:0001911	Wnt3a stimulation after serum starvation (0.2 %)	activating	3 h		GSE14107	log	GPL571
GSE1473	Wnt	kidney	BTO:0000007	infected with RCAS-beta-cateninS37A or RCAS-GFP	activating	not specified	late and early response expected	GSE1473	log	GPL96
GSE17385	Wnt	bone	BTO:0003933	cells lentivirally infected with control shRNA or beta-catenin shRNA vectors	inhibiting	not specified	inhibition	GSE17385	nolog	GPL570
GSE24708	Wnt	kidney	BTO:0000007	treated with Wnt3a	activating	7 h	2 replicates each	GSE24708	none	GPL10191
GSE26351	Wnt	blood	BTO:0003494	0.5 µM BIO (GSK3 inhibitor)	activating	2 h	3 replicates, BIO activates WNT pathway	GSE26351	none	GPL570
GSE27313	Wnt	whole body	BTO:0003298	treated with Wnt3a	activating	6 h	1 replicate each	GSE27313	none	GPL570
GSE10778a	both	cardiovascular system	BTO:0001949	Treatment with EGF	activating	0.5 h	timeseries 30 min, 1 h, 2.5 h 6 h / same with VEGF	GSE10778	log	GPL96
GSE10778b	both	cardiovascular system	BTO:0001949	Treatment with EGF	activating	1 h	timeseries 30 min, 1 h, 2.5 h 6 h / same with VEGF	GSE10778	log	GPL96
GSE10778c	both	cardiovascular system	BTO:0001949	Treatment with EGF	activating	2.5 h	timeseries 30 min, 1 h, 2.5 h 6 h / same with VEGF	GSE10778	log	GPL96
GSE11729a	both	lung	BTO:0002552	Treatment with EGF	activating	0.5 h	timeseries: 30 min, 1, 2, 4, 6 and 10 h	GSE11729	nolog	GPL570
GSE11729b	both	lung	BTO:0002552	Treatment with EGF	activating	1 h	timeseries: 30 min, 1, 2, 4, 6 and 10 h	GSE11729	nolog	GPL570
GSE11729c	both	lung	BTO:0002552	Treatment with EGF	activating	2 h	timeseries: 30 min, 1, 2, 4, 6 and 10 h	GSE11729	nolog	GPL570
GSE11729d	both	lung	BTO:0002552	Treatment with EGF	activating	4 h	timeseries: 30 min, 1, 2, 4, 6 and 10 h	GSE11729	nolog	GPL570
GSE11729e	both	lung	BTO:0002552	Treatment with EGF	activating	6 h	timeseries: 30 min, 1, 2, 4, 6 and 10 h	GSE11729	nolog	GPL570
GSE12764b	both	breast	BTO:0001939	transfected with HRAS(G12V)	activating	24 h	3 replicates each, probably activating PI3K and MAPKs	GSE12764	none	GPL570
GSE13009a	both	breast	BTO:0000093	Treatment with EGF	activating	0.5 h	timeseries: 10,15,20,30,45,60,90 min, 2, 3, 4, 6...72 h	GSE13009	log	GPL571
GSE13009b	both	breast	BTO:0000093	Treatment with EGF	activating	1 h	timeseries: 10,15,20,30,45,60,90 min, 2, 3, 4, 6...72 h	GSE13009	log	GPL571
GSE13009c	both	breast	BTO:0000093	Treatment with EGF	activating	2 h	timeseries: 10,15,20,30,45,60,90 min, 2, 3, 4, 6...72 h	GSE13009	log	GPL571
GSE13009d	both	breast	BTO:0000093	Treatment with EGF	activating	4 h	timeseries: 10,15,20,30,45,60,90 min, 2, 3, 4, 6...72 h	GSE13009	log	GPL571
GSE13009e	both	breast	BTO:0000093	Treatment with HRG	activating	0.5 h	timeseries: 10,15,20,30,45,60,90 min, 2, 3, 4, 6...72 h	GSE13009	log	GPL571
GSE13009f	both	breast	BTO:0000093	Treatment with HRG	activating	1 h	timeseries: 10,15,20,30,45,60,90 min, 2, 3, 4, 6...72 h	GSE13009	log	GPL571
GSE13009g	both	breast	BTO:0000093	Treatment with HRG	activating	2 h	timeseries: 10,15,20,30,45,60,90 min, 2, 3, 4, 6...72 h	GSE13009	log	GPL571
GSE13009h	both	breast	BTO:0000093	Treatment with HRG	activating	4 h	timeseries: 10,15,20,30,45,60,90 min, 2, 3, 4, 6...72 h	GSE13009	log	GPL571
GSE13009i	both	breast	BTO:0000093	Treatment with EGF	activating	6 h	timeseries: 10,15,20,30,45,60,90 min, 2, 3, 4, 6...72 h	GSE13009	log	GPL571
GSE13009j	both	breast	BTO:0000093	Treatment with HRG	activating	6 h	timeseries: 10,15,20,30,45,60,90 min, 2, 3, 4, 6...72 h	GSE13009	log	GPL571
GSE13168a	both	muscle	BTO:0001660	treated with EGF	activating	8 h	1 replicate each, contain control vector, 4 donors	GSE13168	normalized	GPL96
GSE13168b	both	muscle	BTO:0001660	treated with EGF	activating	8 h	1 replicate each, contain control vector, 4 donors	GSE13168	normalized	GPL96
GSE13168c	both	muscle	BTO:0001660	treated with EGF	activating	8 h	1 replicate each, contain control vector, 4 donors	GSE13168	normalized	GPL96
GSE13168d	both	muscle	BTO:0001660	treated with EGF	activating	8 h	1 replicate each, contain control vector, 4 donors	GSE13168	normalized	GPL96
GSE14256a	both	whole body	BTO:0001113	Treatment with platelet-derived growth factor-BB (PDGF-BB)	activating	1 h		GSE14256	log	GPL571
GSE14256b	both	whole body	BTO:0001113	Treatment with bFGF (basic fibroblast growth factor)	activating	1 h		GSE14256	log	GPL571
GSE14934a	both	kidney	BTO:0000007	Ras (G12V) activation mutants	activating	not specified		GSE14934	log	GPL571
GSE20277	both	skin	BTO:0000567	treated with EGF	activating	0.66 h	3 replicates each	GSE20277	log	GPL6480
GSE33710	both	lung	BTO:0003066	RASv12 overexpression	activating	not indicated	3 replicates each	GSE33710	none	GPL96
GSE3542a	both	breast	BTO:0000093	co-transfected with constituitively active erbB-2	activating	not specified	two controls empty vector control taken	GSE3542	nolog	GPL96
GSE3542d	both	breast	BTO:0000093	co-transfected with ligand-inducible EGFR	activating	not specified	two controls empty vector control taken	GSE3542	nolog	GPL96
GSE6462a	both	breast	BTO:0000093	treatment with EGF (10nm)	activating	0.75 h	timeseries	GSE6462	log	GPL571
GSE6462b	both	breast	BTO:0000093	treatment with EGF (10nm)	activating	1.5 h	timeseries	GSE6462	log	GPL571
GSE6462c	both	breast	BTO:0000093	treatment with 10 nm HRG= heregulin Erb3/4 Ligand	activating	0.75 h	timeseries	GSE6462	log	GPL571
GSE6462d	both	breast	BTO:0000093	treatment with 10 nm HRG= heregulin Erb3/4 Ligand	activating	1.5 h	timeseries	GSE6462	log	GPL571
GSE6521d	both	breast	BTO:0000093	Treatment with HRG (heregulin ErbB3 Ligand)	activating	0.75 h		GSE6521	log	GPL570
GSE6521e	both	breast	BTO:0000093	Treatment with HRG (heregulin ErbB3 Ligand)	activating	1.5 h		GSE6521	log	GPL570
GSE6783a	both	skin	BTO:0000567	EGF treatment after 24 h serum starvation (Control 0 h)	activating	0.33 h	timeseries with 20, 40, 60, 120, 240, 480 min	GSE6783	log	GPL96
GSE6783b	both	skin	BTO:0000567	EGF treatment after 24 h serum starvation (Control 0 h)	activating	1 h	timeseries with 20, 40, 60, 120, 240, 480 min	GSE6783	log	GPL96
GSE6783c	both	skin	BTO:0000567	EGF treatment after 24 h serum starvation (Control 0 h)	activating	2 h	timeseries with 20, 40, 60, 120, 240, 480 min	GSE6783	log	GPL96
GSE6783d	both	skin	BTO:0000567	EGF treatment after 24 h serum starvation (Control 0 h)	activating	4 h	timeseries with 20, 40, 60, 120, 240, 480 min	GSE6783	log	GPL96
GSE6784a	both	breast	BTO:0001939	EGF treatment after 24 h serum starvation (Control 0 h)	activating	0.33 h	timeseries with 20, 40, 60, 120, 240, 480 min	GSE6784	log	GPL571
GSE6784b	both	breast	BTO:0001939	EGF treatment after 24 h serum starvation (Control 0 h)	activating	1 h	timeseries with 20, 40, 60, 120, 240, 480 min	GSE6784	log	GPL571
GSE6784c	both	breast	BTO:0001939	EGF treatment after 24 h serum starvation (Control 0 h)	activating	2 h	timeseries with 20, 40, 60, 120, 240, 480 min	GSE6784	log	GPL571
GSE6784d	both	breast	BTO:0001939	EGF treatment after 24 h serum starvation (Control 0 h)	activating	4 h	timeseries with 20, 40, 60, 120, 240, 480 min	GSE6784	log	GPL571
GSE7403a	both	nervous system	BTO:0000793	PDGF treatment with 60 min prior DMSO treatment	activating	0.5 h	timeseries with 30, 60, 120, 240 min	GSE7403	log	GPL96
GSE7403c	both	nervous system	BTO:0000793	PDGF treatment with 60 min prior DMSO treatment	activating	1 h	timeseries with 30, 60, 120, 240 min	GSE7403	log	GPL96
GSE7403e	both	nervous system	BTO:0000793	PDGF treatment with 60 min prior DMSO treatment	activating	2 h	timeseries with 30, 60, 120, 240 min	GSE7403	log	GPL96
GSE7403g	both	nervous system	BTO:0000793	PDGF treatment with 60 min prior DMSO treatment	activating	4 h	timeseries with 30, 60, 120, 240 min	GSE7403	log	GPL96
GSE8471	both	breast	BTO:0000093	HRG stimulated (ErbB Ligand)	activating	2 h after stimulation		GSE8471	log	GPL570
GSE12355	notch	leukocyte	BTO:0000739	transfected with Notch1 intracellular domain	activating	8 h	3 replicates each	GSE12355	none	GPL570
GSE29544a	notch	leukocyte	BTO:0002144	treated with washout of GSI inhibitor	activating	2 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor	GSE29544	none	GPL570
GSE29544b	notch	leukocyte	BTO:0002144	treated with washout of GSI inhibitor	activating	4 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor	GSE29544	none	GPL570
GSE36176a	notch	lung	BTO:0000018	treated with 2µM GSI RO4929097	inhibiting	6 h	4 replicates each, different cell lines, GSI= gamma secretase inhibitor	GSE36176	none	GPL570
GSE36176b	notch	lung	BTO:0002207	treated with 2µM GSI RO4929097	inhibiting	6 h	4 replicates each, different cell lines, GSI= gamma secretase inhibitor	GSE36176	none	GPL570
GSE12666a	p53	breast	BTO:0000093	treated with 10 µM BMH-7, p53 activator	activating	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSE12666	normalized	GPL571
GSE12666b	p53	breast	BTO:0000093	treated with 10 µM BMH-9, p53 activator	activating	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSE12666	normalized	GPL571
GSE12666c	p53	breast	BTO:0000093	treated with 10 µM BMH-15, p53 activator	activating	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSE12666	normalized	GPL571
GSE12666d	p53	breast	BTO:0000093	treated with 10 µM BMH-21, p53 activator	activating	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSE12666	normalized	GPL571
GSE12666e	p53	breast	BTO:0000093	treated with 10 µM BMH-22, p53 activator	activating	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSE12666	normalized	GPL571
GSE12666f	p53	breast	BTO:0000093	treated with 10 µM BMH-23, p53 activator	activating	6 h	4 replicates each, lead compounds - mechanism of action unknown	GSE12666	normalized	GPL571
GSE13291	p53	breast	BTO:0000093	treated with 1 µM RITA, p53 activator	activating	2 h	1 replicate each, RITA inhibits HDM2-p53 interaction	GSE13291	none	GPL571
GSE2238	p53	connective tissue	BTO:0001282	treated with doxorubicin	activating	6 h	1 replicate each	GSE2238	none	GPL96
GSE23010	p53	bone	BTO:0001938	treated with 5 GY X-Ray irradiation	activating	4 h	3 replicates each, cells transfected with control sh RNA	GSE23010	normalized	GPL6884
GSE30240a	p53	skin	BTO:0001584	treated with 5 GY X-Ray irradiation	activating	3 h	3 replicates each, part of timeseries, timerespective control, 5 different tissues	GSE30240	none	GPL570
GSE30240b	p53	skin	BTO:0001584	treated with 5 GY X-Ray irradiation	activating	6 h	3 replicates each, part of timeseries, timerespective control, 5 different tissues	GSE30240	none	GPL570
GSE30240c	p53	liver	BTO:0000599	treated with 5 GY X-Ray irradiation	activating	3 h	3 replicates each, part of timeseries, timerespective control, 5 different tissues	GSE30240	none	GPL570
GSE30240d	p53	liver	BTO:0000599	treated with 5 GY X-Ray irradiation	activating	6 h	3 replicates each, part of timeseries, timerespective control, 5 different tissues	GSE30240	none	GPL570
GSE30240e	p53	leukocyte	BTO:0003707	treated with 5 GY X-Ray irradiation	activating	3 h	3 replicates each, part of timeseries, timerespective control, 5 different tissues	GSE30240	none	GPL570
GSE30240f	p53	leukocyte	BTO:0003707	treated with 5 GY X-Ray irradiation	activating	6 h	3 replicates each, part of timeseries, timerespective control, 5 different tissues	GSE30240	none	GPL570
GSE30240g	p53	bone	BTO:0001938	treated with 5 GY X-Ray irradiation	activating	3 h	3 replicates each, part of timeseries, timerespective control, 5 different tissues	GSE30240	none	GPL570
GSE30240h	p53	bone	BTO:0001938	treated with 5 GY X-Ray irradiation	activating	6 h	3 replicates each, part of timeseries, timerespective control, 5 different tissues	GSE30240	none	GPL570
GSE30240i	p53	skin	BTO:0003807	treated with 5 GY X-Ray irradiation	activating	3 h	3 replicates each, part of timeseries, timerespective control, 5 different tissues	GSE30240	none	GPL570
GSE30240j	p53	skin	BTO:0003807	treated with 5 GY X-Ray irradiation	activating	6 h	3 replicates each, part of timeseries, timerespective control, 5 different tissues	GSE30240	none	GPL570
GSE32441	p53	connective tissue	BTO:0001282	treated with 0.25 µg/ml doxorubicin	activating	6 h	1 replicate each	GSE32441	none	GPL4133
GSE8939a	p53	whole body	BTO:0001489	treated with 10 J/m2 UVC irradiation	activating	2 h	3 replicates each, 2 arrays per sample	GSE8939	none	GPL96
GSE8939b	p53	whole body	BTO:0001489	treated with 10 J/m2 UVC irradiation	activating	2 h	3 replicates each, 2 arrays per sample	GSE8939	none	GPL97
